(147,12195,57.4657211303711)
(147,14093,174.752868652344)
(148,5963,116.079109191895)
(149,687,120.784454345703)
(149,2499,136.065826416016)
(150,7053,131.207504272461)
(150,14010,163.101333618164)
(151,1951,148.792144775391)
(151,3414,141.83268737793)
(151,18246,156.950439453125)
(152,7831,119.989318847656)
(152,5595,147.121124267578)
(153,11518,113.72021484375)
(153,19738,60.8457679748535)
(153,7094,33.1586303710938)
(154,4781,156.969650268555)
(154,15434,196.787200927734)
(155,3285,91.0523147583008)
(155,9663,128.996994018555)
(156,4005,39.8670883178711)
(156,17096,154.451736450195)
(157,18391,191.821640014648)
(157,232,129.598220825195)
(158,10589,112.338111877441)
(158,897,157.481018066406)
(158,18442,134.499664306641)
(159,16869,124.03197479248)
(160,13530,145.194702148438)
(161,14025,165.471557617188)
(161,13821,162.118362426758)
(162,4115,127.772514343262)
(163,515,111.014724731445)
(164,6392,117.78588104248)
(164,19902,144.584091186523)
(164,17320,156.624725341797)
(165,4727,153.380706787109)
(165,16595,121.983039855957)
(166,10053,95.8965911865234)
(166,2375,26.1137008666992)
(167,2703,160.132263183594)
(168,3027,129.409790039063)
(168,11475,147.063400268555)
(168,7572,141.343276977539)
(169,18254,187.911804199219)
(170,3289,122.60799407959)
(170,9953,189.065170288086)
(170,3430,186.811386108398)
(171,9485,125.995597839355)
(171,7253,47.9824371337891)
(171,19465,186.871124267578)
(172,361,48.9524002075195)
(172,9339,144.16096496582)
(172,19919,101.619407653809)
(173,16254,145.494018554688)
(174,2317,40.8030204772949)
(175,538,62.0344657897949)
(175,17728,198.504989624023)
(176,14264,9.29864120483398)
(176,9315,127.493721008301)
(176,9629,129.207626342773)
(177,14905,138.806060791016)
(178,10634,95.1704559326172)
(178,4890,115.547958374023)
(178,15761,57.1691093444824)
(179,5402,176.662033081055)
(180,2308,193.201431274414)
(181,2044,132.629837036133)
(181,11384,99.2003555297852)
(182,2864,125.827033996582)
(182,10203,62.1623497009277)
(182,2037,172.297088623047)
(183,6733,63.6950874328613)
(183,12984,167.069061279297)
(183,18130,72.5306091308594)
(184,8626,115.574043273926)
(184,4389,118.193389892578)
(184,847,119.76261138916)
(185,18514,162.930053710938)
(185,6810,67.6054000854492)
(185,6869,98.441535949707)
(186,4461,93.5020065307617)
(186,14886,61.9031181335449)
(186,13353,129.19416809082)
(187,7599,113.890197753906)
(187,1385,179.975204467773)
(187,11317,142.369155883789)
(188,19287,57.2643203735352)
(188,12547,77.0450897216797)
(188,9180,98.4776306152344)
(189,7908,170.347518920898)
(190,2577,184.452865600586)
(190,17434,86.8680725097656)
(191,11236,191.250137329102)
(191,19988,150.517593383789)
(192,12027,120.081878662109)
(192,12071,137.815567016602)
(192,3994,114.786376953125)
(193,4685,97.5367889404297)
(193,11042,38.4686012268066)
(193,13743,57.814510345459)
(194,1786,131.121215820313)
(194,15545,140.886962890625)
(194,5257,103.474609375)
(195,8251,82.5716934204102)
(195,13016,101.601936340332)
(195,8659,159.91471862793)
(196,916,101.59122467041)
(196,16285,92.0818710327148)
(196,7041,74.3241653442383)
(197,832,166.466064453125)
(197,11837,99.8857574462891)
(198,2700,41.3627319335938)
(198,704,124.403419494629)
(198,2802,163.231689453125)
(199,19014,112.350135803223)
(199,12593,150.856475830078)
(199,5436,112.29402923584)
(200,16411,177.248779296875)
(201,6367,103.103858947754)
(201,2859,129.351333618164)
(202,11159,78.2840957641602)
(202,3060,193.912796020508)
(202,4047,129.035858154297)
(203,13865,153.665481567383)
(203,15350,91.9966659545898)
(203,8593,104.561424255371)
(204,15878,170.657928466797)
(204,9278,129.375534057617)
(204,16682,159.814575195313)
(205,9290,95.8320770263672)
(205,14924,112.618789672852)
(206,14688,51.741138458252)
(206,1675,87.7771224975586)
(207,4011,141.922485351563)
(207,5186,100.302703857422)
(208,10045,155.093521118164)
(208,529,147.245544433594)
(209,19163,193.576614379883)
(209,9035,152.256973266602)
(209,10104,86.7717895507813)
(210,19794,167.270721435547)
(210,10754,194.390762329102)
(211,4466,87.7370147705078)
(211,13576,51.4825286865234)
(211,9235,110.380859375)
(212,10585,95.2735977172852)
(212,16551,161.223754882813)
(212,15080,143.119400024414)
(213,7704,121.254318237305)
(213,18650,169.787780761719)
(213,1731,174.520553588867)
(214,4690,88.8599395751953)
(214,2492,132.325103759766)
(214,1750,184.581604003906)
(215,2292,80.2927474975586)
(215,5125,97.846565246582)
(215,4433,53.7529296875)
(216,18209,158.180450439453)
(216,1089,89.4739303588867)
(216,2630,49.6415596008301)
(217,393,173.327224731445)
(217,1296,122.074897766113)
(217,1849,137.997650146484)
(218,13883,189.347778320313)
(218,456,192.634658813477)
(218,6937,120.43025970459)
(219,19907,108.318534851074)
(219,7908,172.948455810547)
(219,5570,163.367324829102)
(220,18646,153.209320068359)
(220,4820,133.764190673828)
(220,7594,123.618606567383)
(221,10928,119.990501403809)
(222,15976,41.9085311889648)
(222,10690,71.7484664916992)
(223,10264,87.3977279663086)
(223,13514,90.8565979003906)
(224,17934,126.53596496582)
(224,340,180.997711181641)
(224,6082,106.101684570313)
(225,1117,89.296142578125)
(226,1444,186.261947631836)
(226,10720,20.5405979156494)
(226,3623,101.928833007813)
(227,2870,40.5210647583008)
(228,18977,119.711799621582)
(228,1116,135.00260925293)
(228,841,117.101135253906)
(229,18748,145.663864135742)
(229,3456,157.892166137695)
(229,5241,140.101013183594)
(230,9241,178.624908447266)
(231,7181,184.56803894043)
(231,6815,116.840835571289)
(232,157,129.598220825195)
(232,6787,98.0421905517578)
(232,9807,149.085586547852)
(233,2343,167.194564819336)
(233,5916,62.0132255554199)
(234,19100,128.394790649414)
(234,9463,101.500152587891)
(234,3543,148.672653198242)
(235,6879,115.162818908691)
(235,2634,110.650970458984)
(236,11901,183.609298706055)
(236,15063,23.2830619812012)
(236,6113,165.8056640625)
(237,10106,189.66096496582)
(237,468,106.634826660156)
(237,10261,166.360137939453)
(238,11404,77.5645294189453)
(238,5199,132.598510742188)
(238,16758,190.968444824219)
(239,2607,51.4663124084473)
(239,571,151.088394165039)
(239,11699,149.862594604492)
(240,15787,117.947196960449)
(240,1277,107.922271728516)
(240,15147,131.3408203125)
(241,6848,92.8538436889648)
(241,12632,171.127334594727)
(242,14795,179.701965332031)
(242,4877,182.287307739258)
(242,471,59.395622253418)
(243,1626,90.2254638671875)
(243,18832,119.429222106934)
(243,10336,89.6326293945313)
(244,10751,70.5026626586914)
(244,10796,135.907485961914)
(244,13557,83.7077178955078)
(245,4539,166.544006347656)
(246,3684,111.621551513672)
(246,6531,64.7892456054688)
(247,19750,32.1214790344238)
(247,4392,148.523635864258)
(247,16850,131.566040039063)
(248,6364,106.715057373047)
(249,11676,75.9493179321289)
(249,10271,146.079803466797)
(249,11363,189.330093383789)
(250,13978,168.256088256836)
(250,4569,81.7915802001953)
(250,6063,153.382293701172)
(251,15955,166.567260742188)
(251,17863,186.599655151367)
(251,2191,157.885559082031)
(252,867,140.088333129883)
(252,3574,51.4127578735352)
(252,18517,137.164260864258)
(253,16475,112.989128112793)
(254,2892,191.47444152832)
(254,2817,192.444732666016)
(255,9979,31.6494522094727)
(256,19847,26.1693439483643)
(256,11001,199.931869506836)
(257,19509,193.351043701172)
(258,7448,175.947525024414)
(258,8823,131.1552734375)
(258,5306,85.0506820678711)
(259,5566,87.2636642456055)
(259,5359,82.8056793212891)
(259,14325,176.944686889648)
(260,2115,100.815582275391)
(260,6290,100.82511138916)
(260,3568,185.79052734375)
(261,7210,51.8922805786133)
(261,670,162.619873046875)
(261,12675,178.439758300781)
(262,1815,96.7467575073242)
(262,17776,102.750846862793)
(263,10816,116.186767578125)
(263,16123,148.092254638672)
(264,6579,112.510772705078)
(264,9360,94.2367553710938)
(264,1747,140.726638793945)
(265,16123,177.862884521484)
(265,10875,134.057678222656)
(265,13595,108.693550109863)
(266,5349,137.523040771484)
(267,14468,128.290054321289)
(267,3836,56.858226776123)
(267,6711,102.570693969727)
(268,15213,97.3561477661133)
(268,14944,195.33203125)
(269,4440,87.4300842285156)
(269,11104,59.520092010498)
(270,6570,136.661468505859)
(271,10162,148.627914428711)
(271,485,154.519577026367)
(271,7884,117.318878173828)
(272,5075,126.772918701172)
(272,2069,112.181365966797)
(273,7338,149.735992431641)
(274,15900,51.4541244506836)
(274,3885,115.913909912109)
(274,13161,197.645233154297)
(275,8885,125.058288574219)
(275,3932,77.1691589355469)
(275,12178,163.061309814453)
(276,7276,146.751953125)
(276,13130,22.0212345123291)
(277,12974,150.461837768555)
(277,13126,80.5808639526367)
(278,17282,141.075637817383)
(279,1362,87.9476623535156)
(279,1016,65.732551574707)
(279,2668,186.113693237305)
(280,15253,61.9702644348145)
(280,2647,135.210983276367)
(280,4294,108.032333374023)
(281,12972,106.458152770996)
(282,18350,136.920608520508)
(283,18363,184.343017578125)
(283,1742,54.0727691650391)
(284,3130,68.0222320556641)
(285,2079,75.3984527587891)
(285,2929,123.691078186035)
(285,4128,188.477935791016)
(286,7837,104.96142578125)
(286,8005,92.2832412719727)
(287,15755,193.143920898438)
(288,14506,196.725601196289)
(289,14306,169.356201171875)
(289,7770,93.0439529418945)
(289,8448,113.35124206543)
(290,19042,93.2045364379883)
(290,17834,111.433090209961)
(291,18020,129.742172241211)
(292,1516,83.0301055908203)
(292,6519,165.737075805664)
(292,5523,52.5018005371094)
(293,9481,187.062881469727)
(293,18287,99.0945892333984)
(294,12942,129.418685913086)
(295,8274,157.606475830078)
(295,9212,114.028129577637)
(296,12451,130.560150146484)
(296,9546,184.827606201172)
(296,7669,63.0699729919434)
(297,17130,69.1342620849609)
(297,13106,71.2667083740234)
(297,8651,148.255645751953)
(298,2654,195.973205566406)
(298,3051,110.664291381836)
(298,481,186.421966552734)
(299,1827,162.78581237793)
(299,6651,39.7002487182617)
(299,511,146.896362304688)
(300,6013,194.055770874023)
(300,5094,121.880615234375)
(301,13278,163.64778137207)
(301,15043,71.5265502929688)
(302,3843,186.389862060547)
(302,19093,128.176895141602)
(303,13587,81.9048614501953)
(303,5471,143.632934570313)
(304,15333,73.658203125)
(304,3116,170.731903076172)
(304,10493,157.10823059082)
(305,9230,101.639083862305)
(305,15435,105.264907836914)
(305,4000,129.612503051758)
(306,6707,49.3112640380859)
(306,2616,107.14087677002)
(307,8106,85.6837692260742)
(307,14500,149.738052368164)
(307,1762,117.467071533203)
(308,16888,80.1965484619141)
(309,4468,92.5332107543945)
(309,576,113.795967102051)
(310,10173,50.2952041625977)
(310,2553,134.785125732422)
(310,10234,168.728424072266)
(311,17453,64.5037231445313)
(311,2283,107.147575378418)
(311,4975,104.432685852051)
(312,18459,135.25178527832)
(312,3346,122.751815795898)
(312,4427,75.1498641967773)
(313,4054,103.601829528809)
(313,3502,88.0251693725586)
(313,4053,180.152603149414)
(314,18001,56.9908065795898)
(314,9211,84.9993133544922)
(315,16989,197.313858032227)
(315,15115,115.179969787598)
(315,16147,171.165924072266)
(316,10844,168.249694824219)
(316,11877,114.90030670166)
(317,15752,123.568222045898)
(317,18030,152.603408813477)
(317,11216,158.753723144531)
(318,16592,77.6678848266602)
(318,12683,151.691818237305)
(319,16531,178.747512817383)
(319,7337,126.253959655762)
(320,10441,140.234527587891)
(320,1290,90.9242401123047)
(320,4752,142.226989746094)
(321,11767,148.065307617188)
(321,14302,133.304473876953)
(321,4694,172.189712524414)
(322,17416,64.7097015380859)
(323,10518,147.469451904297)
(323,3884,144.184204101563)
(324,11284,67.4619827270508)
(324,13511,155.640701293945)
(325,6894,83.5358276367188)
(325,11760,153.006271362305)
(325,19544,141.685836791992)
(326,15226,150.310745239258)
(326,11744,132.335632324219)
(327,11652,89.1500778198242)
(327,7445,80.94091796875)
(327,17217,64.7407608032227)
(328,14869,138.283660888672)
(328,11047,187.247192382813)
(329,13682,19.9823036193848)
(330,4303,103.121597290039)
(330,7244,77.7920989990234)
(330,3144,37.1728286743164)
(331,1528,188.125961303711)
(331,19898,82.9860534667969)
(332,4057,52.1759185791016)
(333,7742,141.002777099609)
(333,16599,134.749801635742)
(334,19400,170.472457885742)
(334,7183,129.242324829102)
(334,15754,70.1663208007813)
(335,2175,177.921508789063)
(335,6293,94.647346496582)
(335,7764,133.475997924805)
(336,8646,164.889862060547)
(336,2308,119.647003173828)
(336,3690,86.5576858520508)
(337,7256,177.390960693359)
(337,13041,152.590530395508)
(338,19436,173.159393310547)
(338,16952,138.519454956055)
(338,13513,174.066589355469)
(339,10255,193.423568725586)
(339,11388,107.842498779297)
(340,224,180.997711181641)
(340,12393,183.814407348633)
(341,14414,188.811218261719)
(341,15167,140.560272216797)
(341,16752,140.434371948242)
(342,18362,150.606094360352)
(342,4679,161.032012939453)
(342,9341,48.8518447875977)
(343,1929,31.3872776031494)
(343,10411,108.308700561523)
(343,5875,119.837730407715)
(344,3345,168.629852294922)
(344,13161,153.769058227539)
(345,18266,188.806991577148)
(345,15818,159.739959716797)
(345,1010,118.583869934082)
(346,1345,121.111396789551)
(346,11845,27.2592334747314)
(346,11129,95.4315795898438)
(347,8036,176.443435668945)
(347,689,121.486259460449)
(347,12057,108.873779296875)
(348,10773,159.409530639648)
(348,7049,154.023910522461)
(348,9623,165.335922241211)
(349,15703,80.9897003173828)
(349,18070,100.531936645508)
(350,17437,170.607131958008)
(350,5928,180.585800170898)
(350,16722,148.215438842773)
(351,17705,101.176818847656)
(351,4111,78.2251739501953)
(351,13640,32.5278701782227)
(352,15076,119.495109558105)
(352,11350,108.713973999023)
(352,14428,171.196975708008)
(353,16558,191.690490722656)
(353,17934,83.6029510498047)
(353,2911,111.611724853516)
(354,14870,81.4350891113281)
(355,15638,38.3747940063477)
(355,8881,77.6748352050781)
(355,6889,147.242858886719)
(356,5308,83.5421371459961)
(356,6172,121.716087341309)
(357,4219,131.158264160156)
(357,11794,119.615142822266)
(358,18309,46.4033470153809)
(358,5551,59.1207847595215)
(359,11752,172.907470703125)
(359,15603,181.740234375)
(359,3985,166.428253173828)
(360,860,152.296768188477)
(361,172,48.9524002075195)
(361,19196,139.258666992188)
(361,17990,40.0541763305664)
(362,11847,154.841323852539)
(362,691,173.773208618164)
(362,6261,163.770233154297)
(363,2549,120.475929260254)
(363,17772,56.6353607177734)
(364,10217,164.338027954102)
(364,19608,54.1685409545898)
(364,18477,59.2348251342773)
(365,4886,140.382873535156)
(366,7155,70.2482147216797)
(366,5439,85.0556869506836)
(366,17191,70.1524353027344)
(367,6456,45.8279609680176)
(367,19432,141.917938232422)
(368,12381,155.718856811523)
(368,4209,161.236389160156)
(369,18566,183.071899414063)
(369,16482,173.714111328125)
(370,11932,119.589370727539)
(370,466,88.4840774536133)
(371,4214,39.7484474182129)
(371,5533,71.9701995849609)
(372,8104,184.346466064453)
(372,14394,129.089645385742)
(372,15848,122.874839782715)
(373,17762,137.124588012695)
(373,4593,98.9096527099609)
(373,12243,113.791816711426)
(374,5787,189.701583862305)
(374,4380,159.899780273438)
(374,3719,94.3127593994141)
(375,8583,148.940399169922)
(375,13910,169.658264160156)
(376,12395,112.704925537109)
(376,4247,70.0697860717773)
(376,12783,128.180297851563)
(377,8397,108.115020751953)
(377,11470,71.2262191772461)
(377,18941,149.025360107422)
(378,10470,198.894180297852)
(378,6040,125.335098266602)
(378,8986,182.015335083008)
(379,19927,152.28385925293)
(379,517,63.9552001953125)
(379,6356,184.634536743164)
(380,660,81.6993560791016)
(380,7800,195.078506469727)
(380,10759,51.9574584960938)
(381,13119,145.454299926758)
(381,16640,71.9134826660156)
(381,9398,87.017219543457)
(382,7911,134.26448059082)
(382,12797,126.328880310059)
(382,12888,171.584625244141)
(383,19915,133.378555297852)
(383,4710,132.268569946289)
(383,13939,102.153350830078)
(384,10841,79.1990432739258)
(384,4440,98.8763885498047)
(384,9804,72.6619644165039)
(385,15215,105.275833129883)
(385,6098,126.110527038574)
(386,13015,182.711563110352)
(386,3273,160.104934692383)
(387,1041,98.7363739013672)
(387,11285,118.321578979492)
(387,1770,141.703414916992)
(388,7038,167.347579956055)
(388,15800,97.3296279907227)
(388,17755,123.298622131348)
(389,16178,101.569259643555)
(389,734,138.198608398438)
(389,14760,153.391555786133)
(390,11196,112.468711853027)
(390,7876,131.719635009766)
(391,8042,185.520904541016)
(391,1145,192.287414550781)
(391,1524,179.690780639648)
(392,19057,31.9557609558105)
(392,4701,57.2356491088867)
(392,5747,107.893394470215)
(393,217,173.327224731445)
(393,1964,158.685546875)
(393,7188,104.006370544434)
(394,2632,137.138153076172)
(394,19263,185.869369506836)
(395,24,35.6427612304688)
(395,6266,43.8077125549316)
(396,5996,198.358825683594)
(396,15675,175.677581787109)
(397,16867,155.146850585938)
(397,10281,127.718338012695)
(398,5820,136.565170288086)
(398,1052,73.7441482543945)
(398,6702,51.0814399719238)
(399,741,28.2729396820068)
(399,6079,67.8733215332031)
(400,8770,109.960571289063)
(401,10804,148.767578125)
(402,4289,177.749282836914)
(402,1869,36.4333267211914)
(403,10024,75.7238006591797)
(403,12730,174.830322265625)
(404,2646,80.6414184570313)
(404,38,40.0079078674316)
(404,12872,165.435485839844)
(405,5867,174.841567993164)
(405,3282,136.085418701172)
(406,15097,108.899032592773)
(406,4376,73.6880874633789)
(406,4414,62.7833290100098)
(407,6755,78.7075347900391)
(407,1569,126.938919067383)
(408,16541,152.90705871582)
(408,13684,107.963401794434)
(408,1378,101.857116699219)
(409,4368,50.6273422241211)
(409,4464,25.4995021820068)
(410,19618,65.5322189331055)
(410,3281,199.863983154297)
(410,3268,16.2868156433105)
(411,14207,84.4315948486328)
(411,9078,72.5161666870117)
(412,10889,155.350082397461)
(412,637,188.342102050781)
(412,11685,146.849578857422)
(413,7097,81.9777908325195)
(413,9132,163.076889038086)
(413,9511,166.072006225586)
(414,12754,69.2764511108398)
(414,16847,113.772789001465)
(415,7300,186.811294555664)
(415,7816,62.6100540161133)
(416,17831,150.705978393555)
(416,11829,103.212417602539)
(416,16027,82.1435546875)
(417,9268,90.9869918823242)
(417,17498,80.5369033813477)
(418,8654,158.136016845703)
(419,5795,148.693725585938)
(419,17441,131.753646850586)
(420,12161,74.9553451538086)
(420,5064,130.251159667969)
(420,2825,164.84831237793)
(421,18921,133.721252441406)
(421,7823,157.022079467773)
(422,14028,85.8826675415039)
